"MAE","sample_idx"
1.465599536895752,29
1.3662707805633545,81
1.2256038188934326,67
1.1725437641143799,9
1.1582117080688477,32
1.135481834411621,48
1.1241974830627441,16
1.0967366695404053,85
1.0872900485992432,53
1.0870875120162964,7
1.0750069618225098,49
1.0685429573059082,55
1.0483949184417725,38
1.0214011669158936,78
1.014735460281372,61
1.0053887367248535,28
0.9968641996383667,45
0.9836311340332031,83
0.9761795997619629,30
0.9733331203460693,0
0.9536255598068237,66
0.938508152961731,95
0.9356144666671753,13
0.9305064678192139,8
0.9171154499053955,22
0.9054447412490845,72
0.8943333625793457,23
0.8940317630767822,26
0.8894102573394775,94
0.889121413230896,4
0.886986255645752,18
0.8803231716156006,42
0.8692083358764648,6
0.867476224899292,73
0.8667534589767456,34
0.8634353876113892,70
0.8570436239242554,5
0.856369137763977,74
0.8545727729797363,58
0.8539893627166748,93
0.8509124517440796,89
0.8486865758895874,37
0.8435342311859131,19
0.841915488243103,56
0.8322231769561768,64
0.8007808923721313,92
0.7926528453826904,65
0.7837754487991333,82
0.779011607170105,63
0.7748497724533081,88
0.7742017507553101,11
0.7716290950775146,25
0.7647463083267212,12
0.7479256391525269,98
0.7466148138046265,15
0.7415482997894287,2
0.7413467168807983,91
0.7378426790237427,10
0.732379674911499,97
0.7270799875259399,87
0.7152068614959717,52
0.7117502689361572,96
0.70319664478302,43
0.6798399686813354,86
0.6764882802963257,20
0.671915590763092,76
0.6672987937927246,75
0.6648873090744019,59
0.6581180095672607,27
0.6461880207061768,47
0.6412762403488159,99
0.6372182369232178,68
0.6359189748764038,44
0.6184297800064087,90
0.600875735282898,79
0.5982019901275635,54
0.5905165672302246,80
0.5885761380195618,36
0.5811481475830078,39
0.5717507600784302,84
0.5642485618591309,41
0.5551009774208069,17
0.5542547702789307,24
0.5500451326370239,33
0.5276025533676147,60
0.5267515182495117,50
0.5205103158950806,35
0.5179435610771179,46
0.514400839805603,21
0.47301769256591797,57
0.46581828594207764,62
0.4498963952064514,3
0.44305354356765747,69
0.43013685941696167,77
0.372577965259552,14
0.33042076230049133,71
0.30585163831710815,40
0.26519495248794556,31
0.25839948654174805,1
0.1607399880886078,51
